Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,RFM_Total,Segment
13777,1,61,49638.26,5,5,5,555,15,Champions
13778,103,4,1124.49,3,3,3,333,9,Potential Loyalists
13779,516,1,161.13,1,1,1,111,3,Lost
13780,7,3,732.07,5,3,3,533,11,Loyal Customers
13781,251,3,778.83,2,3,3,233,8,Potential Loyalists
13782,13,13,1786.08,5,5,4,554,14,Champions
13783,488,4,1542.09,1,3,4,134,8,Potential Loyalists
13784,10,14,2910.23,5,5,5,555,15,Champions
13785,429,4,542.49,1,3,2,132,6,At Risk
13786,367,6,3127.99,2,4,5,245,11,Loyal Customers
13787,76,6,1222.5,3,4,4,344,11,Loyal Customers
13788,505,1,3.75,1,1,1,111,3,Lost
13789,388,1,239.45999999999998,2,1,1,211,4,Lost
13790,4,1,348.8,5,1,2,512,8,Potential Loyalists
13791,128,2,1516.0,3,2,4,324,9,Potential Loyalists
13792,66,3,383.95,3,3,2,332,8,Potential Loyalists
13793,647,1,96.0,1,1,1,111,3,Lost
13794,547,1,126.03,1,1,1,111,3,Lost
13795,388,4,836.3,2,3,3,233,8,Potential Loyalists
13796,499,1,289.7,1,1,2,112,4,Lost
13797,437,3,1179.45,1,3,3,133,7,Potential Loyalists
13798,1,110,75428.87,5,5,5,555,15,Champions
13799,117,9,2803.57,3,5,4,354,12,Loyal Customers
13800,310,3,1679.56,2,3,4,234,9,Potential Loyalists
13801,67,1,324.8,3,1,2,312,6,At Risk
13802,139,19,26259.11,3,5,5,355,13,Champions
13803,255,3,1338.91,2,3,4,234,9,Potential Loyalists
13804,31,9,3161.12,4,5,5,455,14,Champions
13805,52,2,924.6,4,2,3,423,9,Potential Loyalists
13806,64,1,256.38,3,1,1,311,5,At Risk
13807,367,3,422.2,2,3,2,232,7,Potential Loyalists
13808,6,5,1747.66,5,4,4,544,13,Champions
13809,305,3,679.7,2,3,3,233,8,Potential Loyalists
13810,29,3,1499.01,4,3,4,434,11,Loyal Customers
13811,184,3,814.5,3,3,3,333,9,Potential Loyalists
13812,42,3,539.0,4,3,2,432,9,Potential Loyalists
13813,40,8,2765.47,4,4,4,444,12,Loyal Customers
13814,92,3,2257.32,3,3,4,334,10,Loyal Customers
13815,22,8,7475.74,4,4,5,445,13,Champions
13816,24,2,571.6700000000001,4,2,2,422,8,Potential Loyalists
13817,29,2,382.98,4,2,2,422,8,Potential Loyalists
13818,430,1,61.28,1,1,1,111,3,Lost
13819,302,6,2642.35,2,4,4,244,10,Loyal Customers
13820,418,3,652.75,1,3,3,133,7,Potential Loyalists
13821,145,6,1379.08,3,4,4,344,11,Loyal Customers
13822,6,2,632.0,5,2,3,523,10,Loyal Customers
13823,19,7,3403.4500000000003,5,4,5,545,14,Champions
13824,33,12,3314.76,4,5,5,455,14,Champions
13825,622,2,255.59,1,2,1,121,4,Lost
13826,176,1,189.5,3,1,1,311,5,At Risk
13827,58,3,409.8,4,3,2,432,9,Potential Loyalists
13828,22,1,209.49,4,1,1,411,6,At Risk
13829,421,1,102.0,1,1,1,111,3,Lost
13830,582,1,156.85000000000002,1,1,1,111,3,Lost
13831,16,18,6585.54,5,5,5,555,15,Champions
13832,19,2,609.89,5,2,3,523,10,Loyal Customers
13833,159,2,700.41,3,2,3,323,8,Potential Loyalists
13834,577,2,324.19,1,2,2,122,5,At Risk
13835,25,7,1095.27,4,4,3,443,11,Loyal Customers
13836,399,2,620.37,2,2,3,223,7,Potential Loyalists
13837,212,2,266.59000000000003,2,2,1,221,5,At Risk
13838,6,10,1690.07,5,5,4,554,14,Champions
13839,486,1,139.95000000000002,1,1,1,111,3,Lost
13840,416,1,651.4,1,1,3,113,5,At Risk
13841,253,1,85.0,2,1,1,211,4,Lost
13842,59,18,5319.34,4,5,5,455,14,Champions
13843,381,1,319.75,2,1,2,212,5,At Risk
13844,11,1,361.62,5,1,2,512,8,Potential Loyalists
13845,65,1,312.98,3,1,2,312,6,At Risk
13846,25,4,1307.79,4,3,4,434,11,Loyal Customers
13847,720,1,310.72,1,1,2,112,4,Lost
13848,92,8,3015.0,3,4,5,345,12,Loyal Customers
13849,52,5,3469.3,4,4,5,445,13,Champions
13850,129,1,1595.48,3,1,4,314,8,Potential Loyalists
13851,96,8,4606.46,3,4,5,345,12,Loyal Customers
13852,611,1,187.35000000000002,1,1,1,111,3,Lost
13853,57,1,1090.14,4,1,3,413,8,Potential Loyalists
13854,9,39,11944.56,5,5,5,555,15,Champions
13855,501,4,1310.3400000000001,1,3,4,134,8,Potential Loyalists
13856,169,11,1142.03,3,5,3,353,11,Loyal Customers
13857,393,6,1001.01,2,4,3,243,9,Potential Loyalists
13858,57,1,216.17,4,1,1,411,6,At Risk
13859,326,2,515.86,2,2,2,222,6,At Risk
13860,1,5,1245.9,5,4,4,544,13,Champions
13861,429,2,273.26,1,2,1,121,4,Lost
13862,18,9,2556.09,5,5,4,554,14,Champions
13863,248,4,1239.55,2,3,4,234,9,Potential Loyalists
13864,387,1,662.4000000000001,2,1,3,213,6,At Risk
13865,58,4,501.56,4,3,2,432,9,Potential Loyalists
13866,74,1,145.67000000000002,3,1,1,311,5,At Risk
13867,31,3,1005.09,4,3,3,433,10,Loyal Customers
13868,7,2,3192.54,5,2,5,525,12,Loyal Customers
13869,123,10,7996.87,3,5,5,355,13,Champions
13870,2,15,5712.08,5,5,5,555,15,Champions
13871,23,17,7885.85,4,5,5,455,14,Champions
13872,527,3,919.57,1,3,3,133,7,Potential Loyalists
13873,120,8,1038.92,3,4,3,343,10,Loyal Customers
13874,358,7,2049.15,2,4,4,244,10,Loyal Customers
13875,54,14,4814.37,4,5,5,455,14,Champions
13876,64,1,122.7,3,1,1,311,5,At Risk
13877,86,3,449.68,3,3,2,332,8,Potential Loyalists
13878,55,4,2416.9,4,3,4,434,11,Loyal Customers
13879,646,1,395.5,1,1,2,112,4,Lost
13880,21,17,4293.86,4,5,5,455,14,Champions
13881,4,43,45179.1,5,5,5,555,15,Champions
13882,3,5,1191.13,5,4,3,543,12,Loyal Customers
13883,11,15,6560.02,5,5,5,555,15,Champions
13884,7,10,1825.03,5,5,4,554,14,Champions
13885,189,2,506.8,3,2,2,322,7,Potential Loyalists
13886,71,1,243.56,3,1,1,311,5,At Risk
13887,204,1,349.55,2,1,2,212,5,At Risk
13888,120,7,2001.59,3,4,4,344,11,Loyal Customers
13889,93,6,1991.23,3,4,4,344,11,Loyal Customers
13890,1,14,2927.38,5,5,5,555,15,Champions
13891,378,3,859.21,2,3,3,233,8,Potential Loyalists
13892,27,6,1267.6499999999999,4,4,4,444,12,Loyal Customers
13893,298,1,821.1,2,1,3,213,6,At Risk
13894,24,3,564.62,4,3,2,432,9,Potential Loyalists
13895,28,6,4008.52,4,4,5,445,13,Champions
13896,626,1,388.55,1,1,2,112,4,Lost
13897,50,3,1160.72,4,3,3,433,10,Loyal Customers
13898,326,2,686.4,2,2,3,223,7,Potential Loyalists
13899,16,2,388.52,5,2,2,522,9,Potential Loyalists
13900,183,6,1610.59,3,4,4,344,11,Loyal Customers
13901,72,15,5676.34,3,5,5,355,13,Champions
13902,632,5,34095.26,1,4,5,145,10,Loyal Customers
13903,400,1,165.45000000000002,2,1,1,211,4,Lost
13904,37,2,332.64,4,2,2,422,8,Potential Loyalists
13905,733,1,312.65,1,1,2,112,4,Lost
13906,409,1,42.0,2,1,1,211,4,Lost
13907,692,1,136.8,1,1,1,111,3,Lost
13908,80,4,2369.55,3,3,4,334,10,Loyal Customers
13909,423,2,282.85,1,2,1,121,4,Lost
13911,57,20,4234.99,4,5,5,455,14,Champions
13912,424,1,124.95,1,1,1,111,3,Lost
13913,507,1,42.22,1,1,1,111,3,Lost
13914,12,2,626.45,5,2,3,523,10,Loyal Customers
13915,394,1,70.80000000000001,2,1,1,211,4,Lost
13916,464,4,1275.81,1,3,4,134,8,Potential Loyalists
13917,50,2,272.04,4,2,1,421,7,Potential Loyalists
13918,50,2,1212.8400000000001,4,2,3,423,9,Potential Loyalists
13919,59,4,1360.68,4,3,4,434,11,Loyal Customers
13920,432,4,1774.68,1,3,4,134,8,Potential Loyalists
13921,402,4,730.7,2,3,3,233,8,Potential Loyalists
13922,352,3,865.2,2,3,3,233,8,Potential Loyalists
13923,54,1,351.13,4,1,2,412,7,Potential Loyalists
13924,2,6,1838.8500000000001,5,4,4,544,13,Champions
13925,93,4,678.25,3,3,3,333,9,Potential Loyalists
13926,23,1,223.85000000000002,4,1,1,411,6,At Risk
13927,75,2,708.26,3,2,3,323,8,Potential Loyalists
13928,11,4,464.57,5,3,2,532,10,Loyal Customers
13929,169,11,3494.1,3,5,5,355,13,Champions
13930,58,2,337.34,4,2,2,422,8,Potential Loyalists
13931,96,11,5257.38,3,5,5,355,13,Champions
13932,295,1,307.4,2,1,2,212,5,At Risk
13933,109,2,608.7900000000001,3,2,2,322,7,Potential Loyalists
13934,264,1,922.1,2,1,3,213,6,At Risk
13935,597,3,6116.92,1,3,5,135,9,Potential Loyalists
13936,180,3,939.66,3,3,3,333,9,Potential Loyalists
13937,169,2,880.13,3,2,3,323,8,Potential Loyalists
13938,35,1,71.66,4,1,1,411,6,At Risk
13939,23,7,1560.96,4,4,4,444,12,Loyal Customers
13940,17,4,839.14,5,3,3,533,11,Loyal Customers
13941,22,15,10027.18,4,5,5,455,14,Champions
13942,535,1,320.0,1,1,2,112,4,Lost
13943,578,1,246.54,1,1,1,111,3,Lost
13944,653,1,200.43,1,1,1,111,3,Lost
13945,395,2,854.15,2,2,3,223,7,Potential Loyalists
13946,79,6,1876.23,3,4,4,344,11,Loyal Customers
13947,65,1,90.6,3,1,1,311,5,At Risk
13948,361,4,548.76,2,3,2,232,7,Potential Loyalists
13949,3,6,2427.32,5,4,4,544,13,Champions
13950,11,4,745.06,5,3,3,533,11,Loyal Customers
13951,176,3,674.45,3,3,3,333,9,Potential Loyalists
13952,218,14,12823.521,2,5,5,255,12,Loyal Customers
13953,7,12,6640.68,5,5,5,555,15,Champions
13954,2,2,439.92,5,2,2,522,9,Potential Loyalists
13955,154,3,544.0699999999999,3,3,2,332,8,Potential Loyalists
13956,5,5,1019.27,5,4,3,543,12,Loyal Customers
13957,418,3,458.25,1,3,2,132,6,At Risk
13958,380,8,4709.2300000000005,2,4,5,245,11,Loyal Customers
13959,79,6,1064.77,3,4,3,343,10,Loyal Customers
13960,21,2,230.22,4,2,1,421,7,Potential Loyalists
13961,392,1,538.4,2,1,2,212,5,At Risk
13962,22,3,362.8,4,3,2,432,9,Potential Loyalists
13963,308,17,2860.57,2,5,4,254,11,Loyal Customers
13964,387,2,438.9,2,2,2,222,6,At Risk
13965,477,3,996.61,1,3,3,133,7,Potential Loyalists
13966,435,1,384.26,1,1,2,112,4,Lost
13967,146,2,166.3,3,2,1,321,6,At Risk
13968,423,1,123.66,1,1,1,111,3,Lost
13969,7,35,12973.460000000001,5,5,5,555,15,Champions
13970,386,2,846.55,2,2,3,223,7,Potential Loyalists
13971,19,14,4667.57,5,5,5,555,15,Champions
13972,71,2,190.25,3,2,1,321,6,At Risk
13973,287,1,264.7,2,1,1,211,4,Lost
13974,49,2,677.72,4,2,3,423,9,Potential Loyalists
13975,31,12,5256.4,4,5,5,455,14,Champions
13976,207,4,1192.36,2,3,3,233,8,Potential Loyalists
13977,411,1,519.8100000000001,1,1,2,112,4,Lost
13978,15,2,196.79000000000002,5,2,1,521,8,Potential Loyalists
13979,73,7,3379.93,3,4,5,345,12,Loyal Customers
13980,60,5,768.82,3,4,3,343,10,Loyal Customers
13981,416,1,331.14,1,1,2,112,4,Lost
13982,39,9,3954.29,4,5,5,455,14,Champions
13983,30,21,6753.89,4,5,5,455,14,Champions
13984,27,12,1893.8,4,5,4,454,13,Champions
13985,4,22,10020.86,5,5,5,555,15,Champions
13986,17,1,320.46,5,1,2,512,8,Potential Loyalists
13987,380,2,682.54,2,2,3,223,7,Potential Loyalists
13988,20,8,4757.8,4,4,5,445,13,Champions
13989,66,5,2026.06,3,4,4,344,11,Loyal Customers
13990,213,1,311.3,2,1,2,212,5,At Risk
13991,12,6,852.88,5,4,3,543,12,Loyal Customers
13992,30,3,219.5,4,3,1,431,8,Potential Loyalists
13993,43,19,6775.71,4,5,5,455,14,Champions
13994,4,6,2274.14,5,4,4,544,13,Champions
13995,15,14,3902.01,5,5,5,555,15,Champions
13996,386,2,895.76,2,2,3,223,7,Potential Loyalists
13997,519,3,376.46,1,3,2,132,6,At Risk
13998,447,3,566.7,1,3,2,132,6,At Risk
13999,10,29,9502.26,5,5,5,555,15,Champions
14000,211,5,2046.3400000000001,2,4,4,244,10,Loyal Customers
14001,46,9,4228.85,4,5,5,455,14,Champions
14002,134,2,529.73,3,2,2,322,7,Potential Loyalists
14003,733,1,209.41,1,1,1,111,3,Lost
14004,43,11,6258.45,4,5,5,455,14,Champions
14005,10,5,2874.72,5,4,4,544,13,Champions
14006,116,7,2196.67,3,4,4,344,11,Loyal Customers
14007,513,1,79.48,1,1,1,111,3,Lost
14008,432,1,509.04,1,1,2,112,4,Lost
14009,198,3,1099.91,2,3,3,233,8,Potential Loyalists
14010,565,2,445.15,1,2,2,122,5,At Risk
14011,480,2,457.82,1,2,2,122,5,At Risk
14012,278,1,328.8,2,1,2,212,5,At Risk
14013,110,5,1084.57,3,4,3,343,10,Loyal Customers
14014,77,3,1948.21,3,3,4,334,10,Loyal Customers
14015,53,1,917.34,4,1,3,413,8,Potential Loyalists
14016,162,11,11403.41,3,5,5,355,13,Champions
14017,571,1,229.75,1,1,1,111,3,Lost
14018,645,1,367.15000000000003,1,1,2,112,4,Lost
14019,47,3,1421.61,4,3,4,434,11,Loyal Customers
14020,17,4,1249.01,5,3,4,534,12,Loyal Customers
14021,155,7,1716.58,3,4,4,344,11,Loyal Customers
14022,225,2,792.15,2,2,3,223,7,Potential Loyalists
14023,7,2,584.07,5,2,2,522,9,Potential Loyalists
14024,122,3,645.74,3,3,3,333,9,Potential Loyalists
14025,465,8,4057.9,1,4,5,145,10,Loyal Customers
14026,471,2,713.11,1,2,3,123,6,At Risk
14027,61,1,104.82,3,1,1,311,5,At Risk
14028,550,3,10396.5,1,3,5,135,9,Potential Loyalists
14029,63,2,467.66,3,2,2,322,7,Potential Loyalists
14030,18,20,7521.8,5,5,5,555,15,Champions
14031,7,44,39019.51,5,5,5,555,15,Champions
14032,2,16,4546.41,5,5,5,555,15,Champions
14033,555,1,109.44,1,1,1,111,3,Lost
14034,22,3,648.89,4,3,3,433,10,Loyal Customers
14035,29,9,2794.75,4,5,4,454,13,Champions
14036,285,1,626.65,2,1,3,213,6,At Risk
14037,176,6,836.95,3,4,3,343,10,Loyal Customers
14038,78,5,3069.88,3,4,5,345,12,Loyal Customers
14039,33,2,267.28000000000003,4,2,1,421,7,Potential Loyalists
14040,41,35,12523.81,4,5,5,455,14,Champions
14041,266,1,141.41,2,1,1,211,4,Lost
14042,725,1,431.98,1,1,2,112,4,Lost
14043,491,2,302.6,1,2,2,122,5,At Risk
14044,27,10,3077.7,4,5,5,455,14,Champions
14045,109,16,10986.63,3,5,5,355,13,Champions
14046,284,1,154.99,2,1,1,211,4,Lost
14047,9,14,3968.11,5,5,5,555,15,Champions
14048,305,3,748.69,2,3,3,233,8,Potential Loyalists
14049,17,13,13023.4,5,5,5,555,15,Champions
14050,32,2,746.36,4,2,3,423,9,Potential Loyalists
14051,1,37,21770.98,5,5,5,555,15,Champions
14052,20,2,466.66,4,2,2,422,8,Potential Loyalists
14053,124,4,572.3,3,3,2,332,8,Potential Loyalists
14054,65,1,92.46,3,1,1,311,5,At Risk
14055,106,3,1520.96,3,3,4,334,10,Loyal Customers
14056,1,23,8152.71,5,5,5,555,15,Champions
14057,24,22,8346.66,4,5,5,455,14,Champions
14058,463,2,469.19,1,2,2,122,5,At Risk
14059,267,1,183.6,2,1,1,211,4,Lost
14060,5,30,8898.24,5,5,5,555,15,Champions
14061,507,3,917.4300000000001,1,3,3,133,7,Potential Loyalists
14062,10,24,25585.65,5,5,5,555,15,Champions
14063,438,9,22710.2,1,5,5,155,11,Loyal Customers
14064,29,15,3260.24,4,5,5,455,14,Champions
14065,389,3,891.02,2,3,3,233,8,Potential Loyalists
14066,267,1,152.55,2,1,1,211,4,Lost
14067,64,2,374.7,3,2,2,322,7,Potential Loyalists
14068,320,4,1516.72,2,3,4,234,9,Potential Loyalists
14069,515,2,225.81,1,2,1,121,4,Lost
14070,685,1,321.6,1,1,2,112,4,Lost
14071,4,8,1437.57,5,4,4,544,13,Champions
14072,667,1,390.85,1,1,2,112,4,Lost
14073,32,1,151.04,4,1,1,411,6,At Risk
14074,623,1,219.39999999999998,1,1,1,111,3,Lost
14075,5,6,1734.87,5,4,4,544,13,Champions
14076,129,1,118.67,3,1,1,311,5,At Risk
14077,41,6,615.0799999999999,4,4,3,443,11,Loyal Customers
14078,102,9,1553.47,3,5,4,354,12,Loyal Customers
14079,125,2,618.73,3,2,3,323,8,Potential Loyalists
14080,33,5,1115.68,4,4,3,443,11,Loyal Customers
14081,302,10,4867.57,2,5,5,255,12,Loyal Customers
14082,365,2,413.36,2,2,2,222,6,At Risk
14083,4,11,1082.19,5,5,3,553,13,Champions
14084,512,1,150.5,1,1,1,111,3,Lost
14085,2,33,9720.67,5,5,5,555,15,Champions
14086,463,1,39.95,1,1,1,111,3,Lost
14087,3,3,829.47,5,3,3,533,11,Loyal Customers
14088,10,16,64036.8,5,5,5,555,15,Champions
14089,57,1,158.75,4,1,1,411,6,At Risk
14090,325,1,76.32000000000001,2,1,1,211,4,Lost
14091,654,2,9530.08,1,2,5,125,8,Potential Loyalists
14092,8,24,7229.45,5,5,5,555,15,Champions
14093,12,1,433.86,5,1,2,512,8,Potential Loyalists
14094,440,1,311.77,1,1,2,112,4,Lost
14095,723,1,2.95,1,1,1,111,3,Lost
14096,4,17,65164.79,5,5,5,555,15,Champions
14097,481,2,422.85999999999996,1,2,2,122,5,At Risk
14098,37,1,147.35,4,1,1,411,6,At Risk
14099,16,20,5750.91,5,5,5,555,15,Champions
14100,138,1,191.95000000000002,3,1,1,311,5,At Risk
14101,74,13,9961.93,3,5,5,355,13,Champions
14102,5,5,1105.8799999999999,5,4,3,543,12,Loyal Customers
14104,155,5,743.53,3,4,3,343,10,Loyal Customers
14105,239,5,5988.83,2,4,5,245,11,Loyal Customers
14106,737,1,214.79999999999998,1,1,1,111,3,Lost
14107,52,11,4877.3,4,5,5,455,14,Champions
14108,31,4,1044.96,4,3,3,433,10,Loyal Customers
14109,73,1,144.2,3,1,1,311,5,At Risk
14110,4,33,12987.95,5,5,5,555,15,Champions
14111,14,4,692.85,5,3,3,533,11,Loyal Customers
14112,23,13,5834.59,4,5,5,455,14,Champions
14113,4,16,7092.610000000001,5,5,5,555,15,Champions
14114,274,7,1364.09,2,4,4,244,10,Loyal Customers
14115,502,2,622.6700000000001,1,2,3,123,6,At Risk
14116,20,5,1382.74,4,4,4,444,12,Loyal Customers
14117,144,1,90.0,3,1,1,311,5,At Risk
14118,429,1,458.45,1,1,2,112,4,Lost
14119,376,2,183.37,2,2,1,221,5,At Risk
14121,4,4,2780.15,5,3,4,534,12,Loyal Customers
14122,406,3,362.42,2,3,2,232,7,Potential Loyalists
14123,733,1,436.18,1,1,2,112,4,Lost
14124,84,1,419.58000000000004,3,1,2,312,6,At Risk
14125,11,3,2720.63,5,3,4,534,12,Loyal Customers
14126,8,4,1172.46,5,3,3,533,11,Loyal Customers
14127,123,6,1900.0800000000002,3,4,4,344,11,Loyal Customers
14128,61,3,924.21,3,3,3,333,9,Potential Loyalists
14129,2,9,2591.34,5,5,4,554,14,Champions
14130,319,4,1858.77,2,3,4,234,9,Potential Loyalists
14131,649,1,168.22,1,1,1,111,3,Lost
14132,2,11,3586.0299999999997,5,5,5,555,15,Champions
14133,130,4,911.14,3,3,3,333,9,Potential Loyalists
14134,383,15,11123.35,2,5,5,255,12,Loyal Customers
14135,2,24,8839.67,5,5,5,555,15,Champions
14136,401,5,1570.81,2,4,4,244,10,Loyal Customers
14137,696,1,332.7,1,1,2,112,4,Lost
14138,2,2,965.8800000000001,5,2,3,523,10,Loyal Customers
14139,46,4,1086.8,4,3,3,433,10,Loyal Customers
14140,4,2,935.05,5,2,3,523,10,Loyal Customers
14141,3,4,915.13,5,3,3,533,11,Loyal Customers
14142,373,2,671.34,2,2,3,223,7,Potential Loyalists
14143,134,1,115.8,3,1,1,311,5,At Risk
14144,486,1,30.599999999999998,1,1,1,111,3,Lost
14145,47,7,7600.05,4,4,5,445,13,Champions
14146,9,12,9450.3,5,5,5,555,15,Champions
14147,78,9,2590.2,3,5,4,354,12,Loyal Customers
14148,234,2,466.29,2,2,2,222,6,At Risk
14149,221,1,446.62,2,1,2,212,5,At Risk
14150,36,2,658.64,4,2,3,423,9,Potential Loyalists
14151,673,2,679.45,1,2,3,123,6,At Risk
14152,75,7,1997.3400000000001,3,4,4,344,11,Loyal Customers
14153,483,1,233.4,1,1,1,111,3,Lost
14154,239,8,6460.7,2,4,5,245,11,Loyal Customers
14155,266,1,118.75,2,1,1,211,4,Lost
14156,10,156,313437.62,5,5,5,555,15,Champions
14157,20,5,978.69,4,4,3,443,11,Loyal Customers
14158,40,1,507.66,4,1,2,412,7,Potential Loyalists
14159,20,20,7860.8,4,5,5,455,14,Champions
14160,610,7,8421.47,1,4,5,145,10,Loyal Customers
14161,216,7,2996.93,2,4,5,245,11,Loyal Customers
14162,174,2,289.36,3,2,2,322,7,Potential Loyalists
14163,87,5,2594.62,3,4,4,344,11,Loyal Customers
14164,71,2,1631.77,3,2,4,324,9,Potential Loyalists
14165,276,1,120.44,2,1,1,211,4,Lost
14166,505,2,251.15,1,2,1,121,4,Lost
14167,39,8,1274.29,4,4,4,444,12,Loyal Customers
14168,421,2,370.45,1,2,2,122,5,At Risk
14169,431,2,621.51,1,2,3,123,6,At Risk
14170,375,3,570.18,2,3,2,232,7,Potential Loyalists
14171,98,2,498.79,3,2,2,322,7,Potential Loyalists
14172,605,3,369.02,1,3,2,132,6,At Risk
14173,11,6,586.0,5,4,2,542,11,Loyal Customers
14174,33,1,134.46,4,1,1,411,6,At Risk
14175,60,8,7678.88,3,4,5,345,12,Loyal Customers
14176,297,5,756.46,2,4,3,243,9,Potential Loyalists
14177,86,13,2209.69,3,5,4,354,12,Loyal Customers
14178,9,7,1600.26,5,4,4,544,13,Champions
14179,41,2,701.57,4,2,3,423,9,Potential Loyalists
14180,11,33,6117.5,5,5,5,555,15,Champions
14181,411,2,308.35,1,2,2,122,5,At Risk
14182,444,4,678.77,1,3,3,133,7,Potential Loyalists
14183,411,2,278.34000000000003,1,2,1,121,4,Lost
14184,67,1,452.89,3,1,2,312,6,At Risk
14185,331,1,197.65,2,1,1,211,4,Lost
14186,427,5,1550.63,1,4,4,144,9,Potential Loyalists
14187,474,1,123.5,1,1,1,111,3,Lost
14188,31,6,2054.36,4,4,4,444,12,Loyal Customers
14189,2,16,5503.15,5,5,5,555,15,Champions
14190,666,1,79.9,1,1,1,111,3,Lost
14191,2,15,4817.66,5,5,5,555,15,Champions
14192,388,1,293.74,2,1,2,212,5,At Risk
14193,68,3,1210.19,3,3,3,333,9,Potential Loyalists
14194,5,36,18670.59,5,5,5,555,15,Champions
14195,202,6,2615.6,2,4,4,244,10,Loyal Customers
14196,107,1,335.52,3,1,2,312,6,At Risk
14197,411,1,390.05,1,1,2,112,4,Lost
14198,18,9,1569.73,5,5,4,554,14,Champions
14199,218,4,1091.7,2,3,3,233,8,Potential Loyalists
14200,617,1,379.2,1,1,2,112,4,Lost
14201,60,10,1193.54,3,5,3,353,11,Loyal Customers
14202,381,3,847.76,2,3,3,233,8,Potential Loyalists
14203,397,1,339.34,2,1,2,212,5,At Risk
14204,2,4,1024.83,5,3,3,533,11,Loyal Customers
14205,17,9,2414.2,5,5,4,554,14,Champions
14206,239,3,1185.01,2,3,3,233,8,Potential Loyalists
14207,688,1,157.8,1,1,1,111,3,Lost
14208,95,2,567.05,3,2,2,322,7,Potential Loyalists
14209,11,15,4993.27,5,5,5,555,15,Champions
14210,106,16,5556.570000000001,3,5,5,355,13,Champions
14211,53,18,4402.29,4,5,5,455,14,Champions
14212,90,2,2190.14,3,2,4,324,9,Potential Loyalists
14213,405,1,1192.2,2,1,3,213,6,At Risk
14214,31,5,1004.38,4,4,3,443,11,Loyal Customers
14215,12,9,3250.33,5,5,5,555,15,Champions
14216,3,5,2150.04,5,4,4,544,13,Champions
14217,2,23,3298.59,5,5,5,555,15,Champions
14218,43,1,169.48000000000002,4,1,1,411,6,At Risk
14219,4,3,633.83,5,3,3,533,11,Loyal Customers
14220,247,4,1515.0,2,3,4,234,9,Potential Loyalists
14221,42,17,6517.49,4,5,5,455,14,Champions
14222,177,1,683.17,3,1,3,313,7,Potential Loyalists
14223,92,3,991.13,3,3,3,333,9,Potential Loyalists
14224,110,9,1841.71,3,5,4,354,12,Loyal Customers
14225,435,4,2031.07,1,3,4,134,8,Potential Loyalists
14226,29,6,2985.13,4,4,5,445,13,Champions
14227,26,15,6368.71,4,5,5,455,14,Champions
14228,438,3,745.5,1,3,3,133,7,Potential Loyalists
14229,52,7,2594.04,4,4,4,444,12,Loyal Customers
14230,436,3,979.8000000000001,1,3,3,133,7,Potential Loyalists
14231,184,4,1235.6200000000001,3,3,4,334,10,Loyal Customers
14232,43,5,2048.07,4,4,4,444,12,Loyal Customers
14233,49,7,2904.27,4,4,4,444,12,Loyal Customers
14234,22,4,754.12,4,3,3,433,10,Loyal Customers
14235,75,9,4717.99,3,5,5,355,13,Champions
14236,81,5,1555.34,3,4,4,344,11,Loyal Customers
14237,373,2,471.14,2,2,2,222,6,At Risk
14238,326,3,434.23,2,3,2,232,7,Potential Loyalists
14239,43,21,4263.17,4,5,5,455,14,Champions
14240,30,3,1247.49,4,3,4,434,11,Loyal Customers
14241,184,2,333.70000000000005,3,2,2,322,7,Potential Loyalists
14242,235,2,280.55,2,2,1,221,5,At Risk
14243,9,17,7217.75,5,5,5,555,15,Champions
14244,661,1,366.41999999999996,1,1,2,112,4,Lost
14245,220,2,1693.45,2,2,4,224,8,Potential Loyalists
14246,111,3,1474.06,3,3,4,334,10,Loyal Customers
14247,278,5,753.56,2,4,3,243,9,Potential Loyalists
14248,318,3,1032.95,2,3,3,233,8,Potential Loyalists
14249,411,12,5400.461,1,5,5,155,11,Loyal Customers
14250,7,3,1904.05,5,3,4,534,12,Loyal Customers
14251,2,5,2879.7000000000003,5,4,4,544,13,Champions
14252,381,1,350.99,2,1,2,212,5,At Risk
14253,493,2,363.40000000000003,1,2,2,122,5,At Risk
14254,433,1,601.03,1,1,2,112,4,Lost
14255,546,1,1000.63,1,1,3,113,5,At Risk
14256,260,5,2460.79,2,4,4,244,10,Loyal Customers
14257,64,9,5954.45,3,5,5,355,13,Champions
14258,9,25,32051.34,5,5,5,555,15,Champions
14259,142,1,120.0,3,1,1,311,5,At Risk
14260,471,3,824.28,1,3,3,133,7,Potential Loyalists
14261,51,2,1163.45,4,2,3,423,9,Potential Loyalists
14262,8,8,2618.23,5,4,4,544,13,Champions
14263,423,1,322.93,1,1,2,112,4,Lost
14264,155,6,1517.3600000000001,3,4,4,344,11,Loyal Customers
14265,109,4,1373.35,3,3,4,334,10,Loyal Customers
14266,428,1,40.56,1,1,1,111,3,Lost
14267,163,3,1516.24,3,3,4,334,10,Loyal Customers
14268,471,1,354.85,1,1,2,112,4,Lost
14269,439,1,295.73,1,1,2,112,4,Lost
14270,332,1,492.65000000000003,2,1,2,212,5,At Risk
14271,226,2,214.18,2,2,1,221,5,At Risk
14272,74,4,920.81,3,3,3,333,9,Potential Loyalists
14273,51,4,559.97,4,3,2,432,9,Potential Loyalists
14274,686,1,256.6,1,1,1,111,3,Lost
