Customer ID,Recency,Frequency,Monetary,KMeans_Cluster,DBSCAN_Cluster,Business_Label
13872,527,3,919.57,0,0,Churned
13873,120,8,1038.92,1,0,Loyal Customers
13874,358,7,2049.15,0,0,Churned
13875,54,14,4814.37,2,0,Champions
13876,64,1,122.7,1,0,Loyal Customers
13877,86,3,449.68,1,0,Loyal Customers
13878,55,4,2416.9,1,0,Loyal Customers
13879,646,1,395.5,0,0,Churned
13880,21,17,4293.86,2,0,Champions
13881,4,43,45179.1,2,0,Champions
13882,3,5,1191.13,1,0,Loyal Customers
13883,11,15,6560.02,2,0,Champions
13884,7,10,1825.03,2,0,Champions
13885,189,2,506.8,1,0,Loyal Customers
13886,71,1,243.56,1,0,Loyal Customers
13887,204,1,349.55,1,0,Loyal Customers
13888,120,7,2001.59,1,0,Loyal Customers
13889,93,6,1991.23,1,0,Loyal Customers
13890,1,14,2927.38,2,0,Champions
13891,378,3,859.21,0,0,Churned
13892,27,6,1267.65,1,0,Loyal Customers
13893,298,1,821.1,1,0,Loyal Customers
13894,24,3,564.62,1,0,Loyal Customers
13895,28,6,4008.52,2,0,Champions
13896,626,1,388.55,0,0,Churned
13897,50,3,1160.72,1,0,Loyal Customers
13898,326,2,686.4,0,0,Churned
13899,16,2,388.52,1,0,Loyal Customers
13900,183,6,1610.59,1,0,Loyal Customers
13901,72,15,5676.34,2,0,Champions
13903,400,1,165.45000000000002,0,0,Churned
13904,37,2,332.64,1,0,Loyal Customers
13905,733,1,312.65,0,0,Churned
13906,409,1,42.0,0,0,Churned
13907,692,1,136.8,0,0,Churned
13908,80,4,2369.55,1,0,Loyal Customers
13909,423,2,282.85,0,0,Churned
13911,57,20,4234.99,2,0,Champions
13912,424,1,124.95,0,0,Churned
13913,507,1,42.22,0,0,Churned
13914,12,2,626.45,1,0,Loyal Customers
13915,394,1,70.80000000000001,0,0,Churned
13916,464,4,1275.81,0,0,Churned
13917,50,2,272.04,1,0,Loyal Customers
13918,50,2,1212.84,1,0,Loyal Customers
13919,59,4,1360.68,1,0,Loyal Customers
13920,432,4,1774.68,0,0,Churned
13921,402,4,730.7,0,0,Churned
13922,352,3,865.2,0,0,Churned
13923,54,1,351.13,1,0,Loyal Customers
13924,2,6,1838.85,1,0,Loyal Customers
13925,93,4,678.25,1,0,Loyal Customers
13926,23,1,223.85,1,0,Loyal Customers
13927,75,2,708.26,1,0,Loyal Customers
13928,11,4,464.57,1,0,Loyal Customers
13929,169,11,3494.1,2,0,Champions
13930,58,2,337.34,1,0,Loyal Customers
13931,96,11,5257.38,2,0,Champions
13932,295,1,307.4,0,0,Churned
13933,109,2,608.7900000000001,1,0,Loyal Customers
13934,264,1,922.1,1,0,Loyal Customers
13935,597,3,6116.92,0,0,Churned
13936,180,3,939.66,1,0,Loyal Customers
13937,169,2,880.13,1,0,Loyal Customers
13938,35,1,71.66,1,0,Loyal Customers
13939,23,7,1560.96,1,0,Loyal Customers
13940,17,4,839.14,1,0,Loyal Customers
13941,22,15,10027.18,2,0,Champions
13942,535,1,320.0,0,0,Churned
13943,578,1,246.54,0,0,Churned
13944,653,1,200.43,0,0,Churned
13945,395,2,854.15,0,0,Churned
13946,79,6,1876.23,1,0,Loyal Customers
13947,65,1,90.6,1,0,Loyal Customers
13948,361,4,548.76,0,0,Churned
13949,3,6,2427.32,2,0,Champions
13950,11,4,745.06,1,0,Loyal Customers
13951,176,3,674.45,1,0,Loyal Customers
13952,218,14,12823.521,2,0,Champions
13953,7,12,6640.68,2,0,Champions
13954,2,2,439.92,1,0,Loyal Customers
13955,154,3,544.0699999999999,1,0,Loyal Customers
13956,5,5,1019.27,1,0,Loyal Customers
13957,418,3,458.25,0,0,Churned
13958,380,8,4709.2300000000005,2,0,Champions
13959,79,6,1064.77,1,0,Loyal Customers
13960,21,2,230.22,1,0,Loyal Customers
13961,392,1,538.4,0,0,Churned
13962,22,3,362.8,1,0,Loyal Customers
13963,308,17,2860.57,2,0,Champions
13964,387,2,438.9,0,0,Churned
13965,477,3,996.61,0,0,Churned
13966,435,1,384.26,0,0,Churned
13967,146,2,166.3,1,0,Loyal Customers
13968,423,1,123.66,0,0,Churned
13969,7,35,12973.46,2,0,Champions
13970,386,2,846.55,0,0,Churned
13971,19,14,4667.57,2,0,Champions
13972,71,2,190.25,1,0,Loyal Customers
13973,287,1,264.7,0,0,Churned
13974,49,2,677.72,1,0,Loyal Customers
13975,31,12,5256.4,2,0,Champions
13976,207,4,1192.36,1,0,Loyal Customers
13977,411,1,519.8100000000001,0,0,Churned
13978,15,2,196.79,1,0,Loyal Customers
13979,73,7,3379.93,2,0,Champions
13980,60,5,768.82,1,0,Loyal Customers
13981,416,1,331.14,0,0,Churned
13982,39,9,3954.29,2,0,Champions
13983,30,21,6753.89,2,0,Champions
13984,27,12,1893.8,2,0,Champions
13985,4,22,10020.86,2,0,Champions
13986,17,1,320.46,1,0,Loyal Customers
13987,380,2,682.54,0,0,Churned
13988,20,8,4757.8,2,0,Champions
13989,66,5,2026.06,1,0,Loyal Customers
13990,213,1,311.3,1,0,Loyal Customers
13991,12,6,852.88,1,0,Loyal Customers
13992,30,3,219.5,1,0,Loyal Customers
13993,43,19,6775.71,2,0,Champions
13994,4,6,2274.14,2,0,Champions
13995,15,14,3902.01,2,0,Champions
13996,386,2,895.76,0,0,Churned
13997,519,3,376.46,0,0,Churned
13998,447,3,566.7,0,0,Churned
13999,10,29,9502.26,2,0,Champions
14000,211,5,2046.34,1,0,Loyal Customers
14001,46,9,4228.85,2,0,Champions
14002,134,2,529.73,1,0,Loyal Customers
14003,733,1,209.41,0,0,Churned
14004,43,11,6258.45,2,0,Champions
14005,10,5,2874.72,2,0,Champions
14006,116,7,2196.67,2,0,Champions
14007,513,1,79.48,0,0,Churned
14008,432,1,509.04,0,0,Churned
14009,198,3,1099.91,1,0,Loyal Customers
14010,565,2,445.15,0,0,Churned
14011,480,2,457.82,0,0,Churned
14012,278,1,328.8,0,0,Churned
14013,110,5,1084.57,1,0,Loyal Customers
14014,77,3,1948.21,1,0,Loyal Customers
14015,53,1,917.34,1,0,Loyal Customers
14016,162,11,11403.41,2,0,Champions
14017,571,1,229.75,0,0,Churned
14018,645,1,367.15,0,0,Churned
14019,47,3,1421.61,1,0,Loyal Customers
14020,17,4,1249.01,1,0,Loyal Customers
14021,155,7,1716.58,1,0,Loyal Customers
14022,225,2,792.15,1,0,Loyal Customers
14023,7,2,584.07,1,0,Loyal Customers
14024,122,3,645.74,1,0,Loyal Customers
14025,465,8,4057.9,0,0,Churned
14026,471,2,713.11,0,0,Churned
14027,61,1,104.82,1,0,Loyal Customers
14028,550,3,10396.5,0,0,Churned
14029,63,2,467.66,1,0,Loyal Customers
14030,18,20,7521.8,2,0,Champions
14031,7,44,39019.51,2,0,Champions
14032,2,16,4546.41,2,0,Champions
14033,555,1,109.44,0,0,Churned
14034,22,3,648.89,1,0,Loyal Customers
14035,29,9,2794.75,2,0,Champions
14036,285,1,626.65,1,0,Loyal Customers
14037,176,6,836.95,1,0,Loyal Customers
14038,78,5,3069.88,2,0,Champions
14039,33,2,267.28000000000003,1,0,Loyal Customers
14040,41,35,12523.81,2,0,Champions
14041,266,1,141.41,0,0,Churned
14042,725,1,431.98,0,0,Churned
14043,491,2,302.6,0,0,Churned
14044,27,10,3077.7,2,0,Champions
14045,109,16,10986.63,2,0,Champions
14046,284,1,154.99,0,0,Churned
14047,9,14,3968.11,2,0,Champions
14048,305,3,748.69,0,0,Churned
14049,17,13,13023.4,2,0,Champions
14050,32,2,746.36,1,0,Loyal Customers
14051,1,37,21770.98,2,0,Champions
14052,20,2,466.66,1,0,Loyal Customers
14053,124,4,572.3,1,0,Loyal Customers
14054,65,1,92.46,1,0,Loyal Customers
14055,106,3,1520.96,1,0,Loyal Customers
14056,1,23,8152.71,2,0,Champions
14057,24,22,8346.66,2,0,Champions
14058,463,2,469.19,0,0,Churned
14059,267,1,183.6,0,0,Churned
14060,5,30,8898.24,2,0,Champions
14061,507,3,917.43,0,0,Churned
14062,10,24,25585.65,2,0,Champions
14064,29,15,3260.24,2,0,Champions
14065,389,3,891.02,0,0,Churned
14066,267,1,152.55,0,0,Churned
14067,64,2,374.7,1,0,Loyal Customers
14068,320,4,1516.72,1,0,Loyal Customers
14069,515,2,225.81,0,0,Churned
14070,685,1,321.6,0,0,Churned
14071,4,8,1437.57,1,0,Loyal Customers
14072,667,1,390.85,0,0,Churned
14073,32,1,151.04,1,0,Loyal Customers
14074,623,1,219.4,0,0,Churned
14075,5,6,1734.87,1,0,Loyal Customers
14076,129,1,118.67,1,0,Loyal Customers
14077,41,6,615.0799999999999,1,0,Loyal Customers
14078,102,9,1553.47,1,0,Loyal Customers
14079,125,2,618.73,1,0,Loyal Customers
14080,33,5,1115.68,1,0,Loyal Customers
14081,302,10,4867.57,2,0,Champions
14082,365,2,413.36,0,0,Churned
14083,4,11,1082.19,1,0,Loyal Customers
14084,512,1,150.5,0,0,Churned
14085,2,33,9720.67,2,0,Champions
14086,463,1,39.95,0,0,Churned
14087,3,3,829.47,1,0,Loyal Customers
14088,10,16,64036.8,2,0,Champions
14089,57,1,158.75,1,0,Loyal Customers
14090,325,1,76.32000000000001,0,0,Churned
14091,654,2,9530.08,0,0,Churned
14092,8,24,7229.45,2,0,Champions
14093,12,1,433.86,1,0,Loyal Customers
14094,440,1,311.77,0,0,Churned
14096,4,17,65164.79,2,0,Champions
14097,481,2,422.86,0,0,Churned
14098,37,1,147.35,1,0,Loyal Customers
14099,16,20,5750.91,2,0,Champions
14100,138,1,191.95,1,0,Loyal Customers
14101,74,13,9961.93,2,0,Champions
14102,5,5,1105.88,1,0,Loyal Customers
14104,155,5,743.53,1,0,Loyal Customers
14105,239,5,5988.83,2,0,Champions
14106,737,1,214.8,0,0,Churned
14107,52,11,4877.3,2,0,Champions
14108,31,4,1044.96,1,0,Loyal Customers
14109,73,1,144.2,1,0,Loyal Customers
14110,4,33,12987.95,2,0,Champions
14111,14,4,692.85,1,0,Loyal Customers
14112,23,13,5834.59,2,0,Champions
14113,4,16,7092.610000000001,2,0,Champions
14114,274,7,1364.09,1,0,Loyal Customers
14115,502,2,622.6700000000001,0,0,Churned
14116,20,5,1382.74,1,0,Loyal Customers
14117,144,1,90.0,1,0,Loyal Customers
14118,429,1,458.45,0,0,Churned
14119,376,2,183.37,0,0,Churned
14121,4,4,2780.15,2,0,Champions
14122,406,3,362.42,0,0,Churned
14123,733,1,436.18,0,0,Churned
14124,84,1,419.58,1,0,Loyal Customers
14125,11,3,2720.63,2,0,Champions
14126,8,4,1172.46,1,0,Loyal Customers
14127,123,6,1900.08,1,0,Loyal Customers
14128,61,3,924.21,1,0,Loyal Customers
14129,2,9,2591.34,2,0,Champions
14130,319,4,1858.77,1,0,Loyal Customers
14131,649,1,168.22,0,0,Churned
14132,2,11,3586.03,2,0,Champions
14133,130,4,911.14,1,0,Loyal Customers
14134,383,15,11123.35,2,0,Champions
14135,2,24,8839.67,2,0,Champions
14136,401,5,1570.81,0,0,Churned
14137,696,1,332.7,0,0,Churned
14138,2,2,965.88,1,0,Loyal Customers
14139,46,4,1086.8,1,0,Loyal Customers
14140,4,2,935.05,1,0,Loyal Customers
14141,3,4,915.13,1,0,Loyal Customers
14142,373,2,671.34,0,0,Churned
14143,134,1,115.8,1,0,Loyal Customers
14144,486,1,30.6,0,0,Churned
14145,47,7,7600.05,2,0,Champions
14146,9,12,9450.3,2,0,Champions
14147,78,9,2590.2,2,0,Champions
14148,234,2,466.29,1,0,Loyal Customers
14149,221,1,446.62,1,0,Loyal Customers
14150,36,2,658.64,1,0,Loyal Customers
14151,673,2,679.45,0,0,Churned
14152,75,7,1997.34,1,0,Loyal Customers
14153,483,1,233.4,0,0,Churned
14154,239,8,6460.7,2,0,Champions
14155,266,1,118.75,0,0,Churned
14157,20,5,978.69,1,0,Loyal Customers
14158,40,1,507.66,1,0,Loyal Customers
14159,20,20,7860.8,2,0,Champions
14160,610,7,8421.47,0,0,Churned
14161,216,7,2996.93,2,0,Champions
14162,174,2,289.36,1,0,Loyal Customers
14163,87,5,2594.62,2,0,Champions
14164,71,2,1631.77,1,0,Loyal Customers
14165,276,1,120.44,0,0,Churned
14166,505,2,251.15,0,0,Churned
14167,39,8,1274.29,1,0,Loyal Customers
14168,421,2,370.45,0,0,Churned
14169,431,2,621.51,0,0,Churned
14170,375,3,570.18,0,0,Churned
14171,98,2,498.79,1,0,Loyal Customers
14172,605,3,369.02,0,0,Churned
14173,11,6,586.0,1,0,Loyal Customers
14174,33,1,134.46,1,0,Loyal Customers
14175,60,8,7678.88,2,0,Champions
14176,297,5,756.46,1,0,Loyal Customers
14177,86,13,2209.69,2,0,Champions
14178,9,7,1600.26,1,0,Loyal Customers
14179,41,2,701.57,1,0,Loyal Customers
14180,11,33,6117.5,2,0,Champions
14181,411,2,308.35,0,0,Churned
14182,444,4,678.77,0,0,Churned
14183,411,2,278.34000000000003,0,0,Churned
14184,67,1,452.89,1,0,Loyal Customers
14185,331,1,197.65,0,0,Churned
14186,427,5,1550.63,0,0,Churned
14187,474,1,123.5,0,0,Churned
14188,31,6,2054.36,1,0,Loyal Customers
14189,2,16,5503.15,2,0,Champions
14190,666,1,79.9,0,0,Churned
14191,2,15,4817.66,2,0,Champions
14192,388,1,293.74,0,0,Churned
14193,68,3,1210.19,1,0,Loyal Customers
14194,5,36,18670.59,2,0,Champions
14195,202,6,2615.6,2,0,Champions
14196,107,1,335.52,1,0,Loyal Customers
14197,411,1,390.05,0,0,Churned
14198,18,9,1569.73,1,0,Loyal Customers
14199,218,4,1091.7,1,0,Loyal Customers
14200,617,1,379.2,0,0,Churned
14201,60,10,1193.54,1,0,Loyal Customers
14202,381,3,847.76,0,0,Churned
14203,397,1,339.34,0,0,Churned
14204,2,4,1024.83,1,0,Loyal Customers
14205,17,9,2414.2,2,0,Champions
14206,239,3,1185.01,1,0,Loyal Customers
14207,688,1,157.8,0,0,Churned
14208,95,2,567.05,1,0,Loyal Customers
14209,11,15,4993.27,2,0,Champions
14210,106,16,5556.570000000001,2,0,Champions
14211,53,18,4402.29,2,0,Champions
14212,90,2,2190.14,1,0,Loyal Customers
14213,405,1,1192.2,0,0,Churned
14214,31,5,1004.38,1,0,Loyal Customers
14215,12,9,3250.33,2,0,Champions
14216,3,5,2150.04,1,0,Loyal Customers
14217,2,23,3298.59,2,0,Champions
14218,43,1,169.48000000000002,1,0,Loyal Customers
14219,4,3,633.83,1,0,Loyal Customers
14220,247,4,1515.0,1,0,Loyal Customers
14221,42,17,6517.49,2,0,Champions
14222,177,1,683.17,1,0,Loyal Customers
14223,92,3,991.13,1,0,Loyal Customers
14224,110,9,1841.71,1,0,Loyal Customers
14225,435,4,2031.07,0,0,Churned
14226,29,6,2985.13,2,0,Champions
14227,26,15,6368.71,2,0,Champions
14228,438,3,745.5,0,0,Churned
14229,52,7,2594.04,2,0,Champions
14230,436,3,979.8,0,0,Churned
14231,184,4,1235.62,1,0,Loyal Customers
14232,43,5,2048.07,1,0,Loyal Customers
14233,49,7,2904.27,2,0,Champions
14234,22,4,754.12,1,0,Loyal Customers
14235,75,9,4717.99,2,0,Champions
14236,81,5,1555.34,1,0,Loyal Customers
14237,373,2,471.14,0,0,Churned
14238,326,3,434.23,0,0,Churned
14239,43,21,4263.17,2,0,Champions
14240,30,3,1247.49,1,0,Loyal Customers
14241,184,2,333.70000000000005,1,0,Loyal Customers
14242,235,2,280.55,1,0,Loyal Customers
14243,9,17,7217.75,2,0,Champions
14244,661,1,366.42,0,0,Churned
14245,220,2,1693.45,1,0,Loyal Customers
14246,111,3,1474.06,1,0,Loyal Customers
14247,278,5,753.56,1,0,Loyal Customers
14248,318,3,1032.95,0,0,Churned
14249,411,12,5400.461,2,0,Champions
14250,7,3,1904.05,1,0,Loyal Customers
14251,2,5,2879.7000000000003,2,0,Champions
14252,381,1,350.99,0,0,Churned
14253,493,2,363.4,0,0,Churned
14254,433,1,601.03,0,0,Churned
14255,546,1,1000.63,0,0,Churned
14256,260,5,2460.79,1,0,Loyal Customers
14257,64,9,5954.45,2,0,Champions
14258,9,25,32051.34,2,0,Champions
14259,142,1,120.0,1,0,Loyal Customers
14260,471,3,824.28,0,0,Churned
14261,51,2,1163.45,1,0,Loyal Customers
14262,8,8,2618.23,2,0,Champions
14263,423,1,322.93,0,0,Churned
14264,155,6,1517.36,1,0,Loyal Customers
14265,109,4,1373.35,1,0,Loyal Customers
14266,428,1,40.56,0,0,Churned
14267,163,3,1516.24,1,0,Loyal Customers
14268,471,1,354.85,0,0,Churned
14269,439,1,295.73,0,0,Churned
14270,332,1,492.65,0,0,Churned
14271,226,2,214.18,1,0,Loyal Customers
14272,74,4,920.81,1,0,Loyal Customers
14273,51,4,559.97,1,0,Loyal Customers
14274,686,1,256.6,0,0,Churned
14275,396,6,1189.38,0,0,Churned
14276,99,7,2102.68,2,0,Champions
14277,15,9,17197.61,2,0,Champions
14278,410,1,205.83,0,0,Churned
14279,521,2,191.86,0,0,Churned
14280,197,1,134.04,1,0,Loyal Customers
14281,408,1,245.15,0,0,Churned
14282,3,25,7250.76,2,0,Champions
14283,463,4,628.4399999999999,0,0,Churned
14284,31,3,1299.65,1,0,Loyal Customers
14285,21,8,3284.42,2,0,Champions
14286,24,7,8479.76,2,0,Champions
14287,8,3,176.63,1,0,Loyal Customers
14288,213,1,426.6,1,0,Loyal Customers
14289,9,6,911.26,1,0,Loyal Customers
14290,11,8,4516.56,2,0,Champions
14291,2,23,7904.1,2,0,Champions
14292,8,16,9226.25,2,0,Champions
14293,3,9,2903.01,2,0,Champions
14294,407,1,375.34,0,0,Churned
14295,40,5,2362.91,2,0,Champions
14296,421,2,456.4,0,0,Churned
14297,18,4,1305.33,1,0,Loyal Customers
14299,8,27,14070.25,2,0,Champions
14300,19,1,43.2,1,0,Loyal Customers
14301,117,4,1992.18,1,0,Loyal Customers
14302,431,3,742.9000000000001,0,0,Churned
14303,407,2,277.94,0,0,Churned
14304,223,3,1725.01,1,0,Loyal Customers
14305,71,3,1858.96,1,0,Loyal Customers
14306,51,6,3151.4,2,0,Champions
14307,89,10,4287.92,2,0,Champions
14308,549,2,1147.02,0,0,Churned
14309,8,11,3780.81,2,0,Champions
14310,433,1,492.1,0,0,Churned
14311,243,2,516.45,1,0,Loyal Customers
14312,47,11,3090.29,2,0,Champions
14314,107,2,229.8,1,0,Loyal Customers
14315,45,8,3197.82,2,0,Champions
14316,422,5,1370.34,0,0,Churned
14317,65,1,508.58,1,0,Loyal Customers
14318,460,1,158.02,0,0,Churned
14319,424,1,494.85,0,0,Churned
14320,207,5,1346.75,1,0,Loyal Customers
14321,11,7,2218.06,2,0,Champions
14322,429,4,474.1,0,0,Churned
14323,115,2,605.0600000000001,1,0,Loyal Customers
14324,410,2,701.61,0,0,Churned
14325,570,1,245.48,0,0,Churned
14326,242,3,940.98,1,0,Loyal Customers
14327,163,6,1894.93,1,0,Loyal Customers
14328,438,1,445.05,0,0,Churned
14329,17,15,9887.62,2,0,Champions
14330,624,1,200.63,0,0,Churned
14331,124,2,462.66,1,0,Loyal Customers
14332,23,5,1917.41,1,0,Loyal Customers
14333,68,1,415.2,1,0,Loyal Customers
14334,17,12,4318.48,2,0,Champions
14335,16,2,454.86,1,0,Loyal Customers
14336,17,4,1614.91,1,0,Loyal Customers
14338,161,3,928.1,1,0,Loyal Customers
14339,243,2,620.27,1,0,Loyal Customers
14340,219,1,134.7,1,0,Loyal Customers
14341,45,18,4452.02,2,0,Champions
14342,21,6,918.44,1,0,Loyal Customers
14343,421,4,1079.66,0,0,Churned
14344,127,20,2993.05,2,0,Champions
14345,39,1,108.98,1,0,Loyal Customers
14346,121,5,2315.75,1,0,Loyal Customers
14347,737,1,82.6,0,0,Churned
14348,260,1,409.57,1,0,Loyal Customers
14349,10,1,133.5,1,0,Loyal Customers
14350,274,3,972.03,1,0,Loyal Customers
14351,165,1,51.0,1,0,Loyal Customers
14352,157,4,1078.96,1,0,Loyal Customers
14353,215,3,376.5,1,0,Loyal Customers
14354,6,2,163.62,1,0,Loyal Customers
14355,366,3,840.0500000000001,0,0,Churned
14356,80,2,701.23,1,0,Loyal Customers
14357,43,1,225.12,1,0,Loyal Customers
14358,389,2,400.06,0,0,Churned
14359,19,3,912.18,1,0,Loyal Customers
14360,32,4,2118.03,1,0,Loyal Customers
14361,579,1,214.71,0,0,Churned
14362,22,1,151.5,1,0,Loyal Customers
14363,402,2,227.47000000000003,0,0,Churned
14364,109,8,3717.35,2,0,Champions
14365,395,2,634.68,0,0,Churned
14366,525,1,136.0,0,0,Churned
14367,8,16,9227.82,2,0,Champions
14368,320,1,155.0,0,0,Churned
14369,642,2,469.13,0,0,Churned
14370,451,6,1175.78,0,0,Churned
14371,295,1,100.5,0,0,Churned
14372,443,2,860.08,0,0,Churned
14373,358,1,76.55,0,0,Churned
14374,541,1,108.0,0,0,Churned
14375,185,3,1106.82,1,0,Loyal Customers
14376,683,1,215.46,0,0,Churned
14377,191,2,617.05,1,0,Loyal Customers
14378,622,1,131.25,0,0,Churned
14379,44,4,1265.16,1,0,Loyal Customers
14380,682,1,48.96,0,0,Churned
14381,52,2,625.9399999999999,1,0,Loyal Customers
14382,26,2,1193.63,1,0,Loyal Customers
14383,38,3,1247.69,1,0,Loyal Customers
14384,501,1,58.5,0,0,Churned
14385,9,3,202.11,1,0,Loyal Customers
14386,297,1,142.4,0,0,Churned
14387,33,3,1727.6,1,0,Loyal Customers
14388,10,16,6388.2,2,0,Champions
14389,65,5,1898.01,1,0,Loyal Customers
14390,10,13,6150.03,2,0,Champions
14391,577,1,135.6,0,0,Churned
14392,432,1,266.4,0,0,Churned
14393,218,1,67.95,0,0,Churned
14394,565,1,93.8,0,0,Churned
14395,2,20,7801.93,2,0,Champions
14396,65,7,1969.38,1,0,Loyal Customers
14397,3,19,2612.96,2,0,Champions
14398,401,2,707.79,0,0,Churned
14399,394,8,2108.21,0,0,Churned
14400,149,3,1732.47,1,0,Loyal Customers
14401,4,22,6795.9,2,0,Champions
14402,652,1,285.6,0,0,Churned
14403,130,6,1880.51,1,0,Loyal Customers
14404,34,13,2724.13,2,0,Champions
14405,387,1,195.0,0,0,Churned
14406,119,1,156.75,1,0,Loyal Customers
14407,107,6,2157.73,1,0,Loyal Customers
14408,11,11,4102.27,2,0,Champions
14409,71,9,3427.29,2,0,Champions
14410,92,11,2631.9,2,0,Champions
14411,311,1,1063.0,0,0,Churned
14412,43,3,1426.19,1,0,Loyal Customers
14413,362,4,764.52,0,0,Churned
14414,92,8,2399.33,2,0,Champions
14415,1,23,11980.09,2,0,Champions
14416,22,2,490.22,1,0,Loyal Customers
14417,388,1,524.65,0,0,Churned
14418,4,3,1937.25,1,0,Loyal Customers
14419,11,7,1254.64,1,0,Loyal Customers
14420,99,4,1639.17,1,0,Loyal Customers
14421,57,6,2469.37,2,0,Champions
14422,1,19,10271.52,2,0,Champions
14423,218,3,916.61,1,0,Loyal Customers
14424,18,1,322.08,1,0,Loyal Customers
14425,435,3,661.39,0,0,Churned
14426,24,17,11727.94,2,0,Champions
14427,50,4,1263.52,1,0,Loyal Customers
14428,7,5,1224.06,1,0,Loyal Customers
14429,404,1,516.28,0,0,Churned
14430,512,3,1220.9,0,0,Churned
14431,303,4,2614.2,1,0,Loyal Customers
14432,10,6,2248.5,2,0,Champions
14433,466,1,280.7,0,0,Churned
14434,22,6,1372.8,1,0,Loyal Customers
14435,502,1,90.42,0,0,Churned
14436,99,2,271.70000000000005,1,0,Loyal Customers
14437,366,5,873.34,0,0,Churned
14438,306,1,131.9,0,0,Churned
14439,320,5,9443.04,2,0,Champions
14440,8,13,5982.03,2,0,Champions
14441,1,11,4611.6900000000005,2,0,Champions
14442,205,7,5367.02,2,0,Champions
14443,54,5,2082.97,1,0,Loyal Customers
14444,456,1,120.44,0,0,Churned
14445,456,1,221.65,0,0,Churned
14446,1,5,1200.28,1,0,Loyal Customers
14447,19,6,1711.73,1,0,Loyal Customers
14448,9,2,375.35,1,0,Loyal Customers
14449,19,8,2230.96,2,0,Champions
14450,181,7,1128.44,1,0,Loyal Customers
14451,60,12,3258.68,2,0,Champions
14452,11,4,658.95,1,0,Loyal Customers
14453,190,1,119.93,1,0,Loyal Customers
14454,376,5,977.3,0,0,Churned
14455,432,4,617.72,0,0,Churned
14456,5,9,3017.28,2,0,Champions
14457,311,1,113.64,0,0,Churned
14458,381,1,228.07,0,0,Churned
14459,155,2,5375.741,2,0,Champions
14460,110,9,1093.5,1,0,Loyal Customers
14461,148,13,6676.91,2,0,Champions
14462,66,12,2242.81,2,0,Champions
14463,98,4,786.5699999999999,1,0,Loyal Customers
14464,568,2,111.0,0,0,Churned
14465,247,11,3925.85,2,0,Champions
14466,29,13,4267.15,2,0,Champions
14467,18,12,2203.24,2,0,Champions
14468,734,1,204.24,0,0,Churned
14469,416,4,2093.46,0,0,Churned
14470,12,3,712.04,1,0,Loyal Customers
14471,591,2,400.95,0,0,Churned
14472,104,9,2118.72,2,0,Champions
14473,74,2,234.34000000000003,1,0,Loyal Customers
14474,46,2,1258.89,1,0,Loyal Customers
14475,72,4,1151.15,1,0,Loyal Customers
14476,257,1,193.0,0,0,Churned
14477,20,7,1969.6,2,0,Champions
14478,382,4,1276.66,0,0,Churned
14479,254,4,1124.71,1,0,Loyal Customers
14480,11,4,1299.52,1,0,Loyal Customers
14481,165,5,2284.69,1,0,Loyal Customers
14482,18,12,4306.72,2,0,Champions
14483,282,2,257.1,0,0,Churned
14484,50,4,1070.98,1,0,Loyal Customers
14485,39,1,162.8,1,0,Loyal Customers
14486,512,2,175.5,0,0,Churned
14487,27,7,1266.27,1,0,Loyal Customers
14488,68,1,1064.28,1,0,Loyal Customers
14489,207,4,1574.93,1,0,Loyal Customers
14490,406,2,1273.47,0,0,Churned
14491,175,2,340.93,1,0,Loyal Customers
14492,430,7,1921.91,0,0,Churned
14493,7,10,5087.86,2,0,Champions
14494,26,3,401.46,1,0,Loyal Customers
14495,51,3,174.8,1,0,Loyal Customers
14496,312,7,2363.89,1,0,Loyal Customers
14497,309,2,697.0600000000001,0,0,Churned
14498,43,10,3900.83,2,0,Champions
14499,26,7,2101.79,2,0,Champions
14500,88,3,356.85,1,0,Loyal Customers
14501,184,2,251.21,1,0,Loyal Customers
14502,20,11,2429.83,2,0,Champions
14503,3,6,3543.26,2,0,Champions
14504,47,4,673.26,1,0,Loyal Customers
14505,17,19,11879.08,2,0,Champions
14506,17,7,2960.25,2,0,Champions
14507,24,11,3216.74,2,0,Champions
14508,22,5,822.92,1,0,Loyal Customers
14509,534,1,110.95,0,0,Churned
14510,376,3,979.85,0,0,Churned
14511,11,5,1314.81,1,0,Loyal Customers
14512,188,7,1215.97,1,0,Loyal Customers
14513,101,6,788.01,1,0,Loyal Customers
14514,61,9,4380.04,2,0,Champions
14515,18,12,3724.06,2,0,Champions
14516,516,1,151.17,0,0,Churned
14517,33,2,330.45,1,0,Loyal Customers
14518,64,1,174.37,1,0,Loyal Customers
14519,684,2,203.14,0,0,Churned
14520,2,2,270.6,1,0,Loyal Customers
14521,491,1,199.45,0,0,Churned
14522,24,8,1748.42,1,0,Loyal Customers
14523,108,1,241.09,1,0,Loyal Customers
14524,32,13,2909.86,2,0,Champions
14525,20,17,8026.54,2,0,Champions
14526,389,1,258.65,0,0,Churned
14528,37,1,364.22,1,0,Loyal Customers
14529,60,3,578.61,1,0,Loyal Customers
14530,26,16,6088.87,2,0,Champions
14531,480,1,376.34,0,0,Churned
14532,236,11,3845.78,2,0,Champions
14533,25,11,3466.37,2,0,Champions
14534,3,26,6187.66,2,0,Champions
14535,60,9,5973.2300000000005,2,0,Champions
14536,260,1,170.95,0,0,Churned
