,Revenue,Quantity,log_Revenue,log_Quantity,day_of_week,month,quarter,is_weekend,is_month_end,lag_1,lag_7,lag_30,rolling_7_mean,rolling_30_mean,rolling_7_std
2010-06-28,51132.78,33808,10.842200614541495,10.42848231821631,0,6,2,False,False,18706.92,18116.21,0.0,14846.405714285715,17740.432333333334,7839.812624327319
2010-06-29,32236.920000000002,20301,10.380898678410277,9.918474682344376,1,6,2,False,False,51132.78,12414.03,10702.97,19563.058571428573,19444.858333333334,15911.513710831574
2010-06-30,31491.43,20254,10.357502478472538,9.91615695563679,2,6,2,False,True,32236.920000000002,25098.239999999998,0.0,22394.9,20162.65666666667,16188.681664872127
2010-07-01,28830.02,16217,10.269207169819293,9.693877015504503,3,7,3,False,False,31491.43,17217.85,13093.79,23308.21285714286,21212.371,16543.076661348623
2010-07-02,16726.13,8599,9.724787231147653,9.0595174822416,4,7,3,False,False,28830.02,12371.59,13714.76,24967.094285714287,21736.912,16412.266417593346
2010-07-03,0.0,0,0.0,0.0,5,7,3,True,False,16726.13,0.0,26644.63,25589.17142857143,21837.291,15930.750338667292
2010-07-04,10376.29,5302,9.247375043634753,8.57602797713713,6,7,3,True,False,0.0,18706.92,11447.73,25589.17142857143,20949.136666666665,15930.750338667292
2010-07-05,30963.57,16155,10.340598926629527,9.690046776683303,0,7,3,False,False,10376.29,51132.78,0.0,24399.08142857143,20913.422000000002,16817.07968750167
2010-07-06,19917.28,11148,9.899393182029087,9.319105086767571,1,7,3,False,False,30963.57,32236.920000000002,25457.15,21517.765714285717,21945.541,12696.279143075562
2010-07-07,24902.95,13410,10.122781704409824,9.50383054471094,2,7,3,False,False,19917.28,31491.43,45523.11,19757.817142857148,21760.878666666667,11783.833399871372
2010-07-08,19973.45,11697,9.902209235837374,9.36717316600297,3,7,3,False,False,24902.95,28830.02,48215.48,18816.605714285717,21073.539999999997,10922.041524206703
2010-07-09,33408.64,13024,10.416599760075748,9.474625866621567,4,7,3,False,False,19973.45,16726.13,36508.94,17551.381428571432,20132.139000000003,10046.643070622205
2010-07-10,0.0,0,0.0,0.0,5,7,3,True,False,33408.64,0.0,18009.12,19934.597142857147,20028.795666666665,11666.36055378843
2010-07-11,7609.23,5711,8.93724867378929,8.65032450401942,6,7,3,True,False,0.0,10376.29,30835.29,19934.597142857147,19428.491666666665,11666.36055378843
2010-07-12,16101.17,8861,9.68670932449889,9.089527751759436,0,7,3,False,False,7609.23,30963.57,0.0,19539.302857142862,18654.289666666667,12083.621478325833
2010-07-13,17419.12,8822,9.765381139016522,9.085117227222105,1,7,3,False,False,16101.17,19917.28,21147.77,17416.102857142858,19190.995333333332,10998.745976252201
2010-07-14,19418.63,12055,9.874039689140643,9.397317740306331,2,7,3,False,False,17419.12,24902.95,21317.37,17059.22285714286,19066.707,10944.458696551603
2010-07-15,55836.91,27673,10.930208308369034,10.22824862322933,3,7,3,False,False,19418.63,19973.45,26937.46,16275.748571428572,19003.415666666664,10475.630290048477
2010-07-16,21137.76,14039,9.958863601128652,9.549665677579801,4,7,3,False,False,55836.91,33408.64,29229.94,21399.100000000002,19966.730666666663,18376.1819054848
2010-07-17,0.0,0,0.0,0.0,5,7,3,True,False,21137.76,0.0,22635.35,19646.117142857143,19696.99133333333,17608.866014230563
2010-07-18,14581.99,9382,9.58761105998337,9.146654820290049,6,7,3,True,False,0.0,7609.23,17788.69,19646.117142857143,18942.479666666666,17608.866014230563
2010-07-19,28611.56,18120,10.261601061244207,9.804826765712157,0,7,3,False,False,14581.99,16101.17,0.0,20642.225714285716,18835.589666666663,17001.20622911491
2010-07-20,23124.39,11707,10.04868642710328,9.368027647811777,1,7,3,False,False,28611.56,17419.12,9078.58,22429.42428571429,19789.308333333334,17101.542962993004
2010-07-21,19142.73,12555,9.859730525853148,9.437953917961844,2,7,3,False,False,23124.39,19418.63,18116.21,23244.46285714286,20257.502,16958.313809106265
2010-07-22,21620.39,13161,9.981438381448461,9.485089169016064,3,7,3,False,False,19142.73,55836.91,12414.03,23205.048571428575,20291.719333333334,16969.005001609494
2010-07-23,23886.329999999998,12828,10.081103471830374,9.45946351224934,4,7,3,False,False,21620.39,21137.76,25098.239999999998,18316.97428571429,20598.598,9111.37252196189
2010-07-24,0.0,0,0.0,0.0,5,7,3,True,False,23886.329999999998,0.0,17217.85,18709.627142857145,20558.201,9310.248050459813
2010-07-25,17230.6,11531,9.754500186499083,9.352881058758292,6,7,3,True,False,0.0,14581.99,12371.59,18709.627142857145,19984.272666666668,9310.248050459813
2010-07-26,20232.85,14216,9.915112223473555,9.562193710635698,0,7,3,False,False,17230.6,28611.56,0.0,19088.0,20146.239666666665,9167.263162467498
2010-07-27,28265.86,14179,10.249445372711136,9.559587800086119,1,7,3,False,False,20232.85,23124.39,18706.92,17891.04142857143,20820.667999999998,8213.969818105486
2010-07-28,23252.72,13351,10.054220398216868,9.49942146534167,2,7,3,False,False,28265.86,19142.73,51132.78,18625.537142857145,21139.299333333332,8956.267232840777
2010-07-29,32801.91,12799,10.398272509949088,9.457200449907708,3,7,3,False,False,23252.72,21620.39,32236.920000000002,19212.678571428572,20209.964,9128.87838873874
2010-07-30,14363.69,8090,9.572528390950808,8.99850761180784,4,7,3,False,False,32801.91,23886.329999999998,31491.43,20810.038571428573,20228.797,10496.251295320373
2010-07-31,0.0,0,0.0,0.0,5,7,3,True,True,14363.69,0.0,28830.02,19449.661428571428,19657.872333333336,10647.106075379415
2010-08-01,30637.95,9702,10.330027354337831,9.1801903950253,6,8,3,True,False,0.0,17230.6,16726.13,19449.661428571428,18696.871666666666,10647.106075379415
2010-08-02,26124.16,11762,10.170654113650272,9.372714290960442,0,8,3,False,False,30637.95,20232.85,0.0,21364.997142857144,19160.599,11363.238959668328
2010-08-03,22362.79,15479,10.01519841201123,9.647304147143718,1,8,3,False,False,26124.16,28265.86,10376.29,22206.61285714286,20031.404333333332,11482.950062310825
2010-08-04,17555.5,10923,9.773179530694208,9.298717482593595,2,8,3,False,False,22362.79,23252.72,30963.57,21363.317142857148,20430.954333333335,11176.468841057274
2010-08-05,23145.06,16453,10.049579850645223,9.708323887728875,3,8,3,False,False,17555.5,32801.91,19917.28,20549.428571428576,19984.018666666667,11223.29022257353
2010-08-06,14728.15,9731,9.597583802428453,9.183174703903413,4,8,3,False,False,23145.06,14363.69,24902.95,19169.878571428573,20091.61133333333,9992.208251588563
2010-08-07,0.0,0,0.0,0.0,5,8,3,True,False,14728.15,0.0,19973.45,19221.94428571429,19752.451333333334,9963.900530637027
2010-08-08,13950.71,8116,9.543357360382279,9.001715906761175,6,8,3,True,False,0.0,30637.95,33408.64,19221.94428571429,19086.669666666665,9963.900530637027
2010-08-09,31336.59,100084,10.35257361442094,11.513775103924806,0,8,3,False,False,13950.71,26124.16,0.0,16838.05285714286,18438.071999999996,8692.487548935042
2010-08-10,28209.74,18426,10.247458035484676,9.821572259334861,1,8,3,False,False,31336.59,22362.79,7609.23,17582.685714285715,19482.625,9776.250862003737
2010-08-11,18629.86,7532,9.83257462463433,8.927048647825695,2,8,3,False,False,28209.74,17555.5,16101.17,18417.964285714286,20169.308666666668,10477.368779636206
2010-08-12,26031.28,17702,10.167092585393599,9.781489395725279,3,8,3,False,False,18629.86,23145.06,17419.12,18571.44428571429,20253.598333333335,10470.4958625318
2010-08-13,15150.14,12562,9.625831055631314,9.438511265004419,4,8,3,False,False,26031.28,14728.15,19418.63,18983.76142857143,20540.670333333335,10734.126667176106
2010-08-14,0.0,0,0.0,0.0,5,8,3,True,False,15150.14,0.0,55836.91,19044.045714285716,20398.387333333332,10707.394929850841
2010-08-15,20484.46,16575,9.927470645184062,9.71571114505921,6,8,3,True,False,0.0,13950.71,21137.76,19044.045714285716,18537.157,10707.394929850841
2010-08-16,14270.74,10076,9.56603663716506,9.218010878280403,0,8,3,False,False,20484.46,31336.59,0.0,19977.43857142857,18515.380333333334,10471.580636326173
2010-08-17,28802.52,18060,10.268252880877732,9.801510196423664,1,8,3,False,False,14270.74,28209.74,14581.99,17539.460000000003,18991.071666666667,9308.185617537587
2010-08-18,35122.520000000004,22420,10.466626270517017,10.017753298664472,2,8,3,False,False,28802.52,18629.86,28611.56,17624.14285714286,19465.089333333333,9423.422625956598
2010-08-19,30663.35,22152,10.330856021031254,10.005728206482676,3,8,3,False,False,35122.520000000004,26031.28,23124.39,19980.237142857146,19682.12133333333,11540.716598232717
2010-08-20,23250.77,18521,10.054136537150093,9.826714493730215,4,8,3,False,False,30663.35,15150.14,19142.73,20641.96142857143,19933.420000000002,12066.326871723693
2010-08-21,0.0,0,0.0,0.0,5,8,3,True,False,23250.77,0.0,21620.39,21799.19428571429,20070.354666666666,11838.13702552879
2010-08-22,22677.010000000002,13884,10.02915101148768,9.538564399740899,6,8,3,True,False,0.0,20484.46,23886.329999999998,21799.19428571429,19349.675,11838.13702552879
2010-08-23,20655.35,12896,9.935778057172152,9.464750005164392,0,8,3,False,False,22677.010000000002,14270.74,0.0,22112.41571428572,19309.36433333333,11826.553526945016
2010-08-24,26577.16,18872,10.187845104889888,9.84548760823814,1,8,3,False,False,20655.35,28802.52,17230.6,23024.50285714286,19997.876,11357.90511603222
2010-08-25,30466.76,17238,10.324424354344679,9.754929537894979,2,8,3,False,False,26577.16,35122.520000000004,20232.85,22706.59428571429,20309.428,11199.259509760557
2010-08-26,31964.34,16961,10.372407469778077,9.738730826921646,3,8,3,False,False,30466.76,30663.35,28265.86,22041.485714285718,20650.558333333334,10452.343087315985
2010-08-27,12166.64,6611,9.406535247702644,8.796641458940915,4,8,3,False,False,31964.34,23250.77,23252.72,22227.34142857143,20773.841000000004,10641.064742138415
2010-08-28,0.0,0,0.0,0.0,5,8,3,True,False,12166.64,0.0,32801.91,20643.894285714287,20404.304999999997,11269.521775514502
2010-08-29,14449.3,8766,9.578470454570741,9.078749951588586,6,8,3,True,False,0.0,22677.010000000002,14363.69,20643.894285714287,19310.908,11269.521775514502
2010-08-30,0.0,0,0.0,0.0,0,8,3,False,False,14449.3,20655.35,0.0,19468.507142857146,19313.761666666665,11449.755605838234
2010-08-31,22811.75,11038,10.03507486916891,9.309189736018352,1,8,3,False,True,0.0,26577.16,30637.95,16517.742857142857,19313.761666666665,13560.030272308539
2010-09-01,20351.36,11835,9.92095215466265,9.3789010135201,2,9,3,False,False,22811.75,30466.76,26124.16,15979.827142857144,19052.888333333332,13163.356368888495
2010-09-02,33430.57,21102,10.417255942116345,9.957170489452313,3,9,3,False,False,20351.36,31964.34,22362.79,14534.770000000002,18860.461666666666,11791.702239689575
2010-09-03,34739.159999999996,30598,10.455651645426402,10.328722607667915,4,9,3,False,False,33430.57,12166.64,17555.5,14744.231428571433,19229.387666666666,12160.178719092952
2010-09-04,0.0,0,0.0,0.0,5,9,3,True,False,34739.159999999996,0.0,23145.06,17968.877142857145,19802.17633333333,14186.757264005895
2010-09-05,12286.710000000001,7222,9.416354854848546,8.885025658050846,6,9,3,True,False,0.0,14449.3,14728.15,17968.877142857145,19030.674333333332,14186.757264005895
2010-09-06,23717.79,14951,10.074022840006132,9.612600349135398,0,9,3,False,False,12286.710000000001,0.0,0.0,17659.935714285715,18949.293,14299.277234285728
2010-09-07,24397.45,14936,10.102274884673356,9.611596635310292,1,9,3,False,False,23717.79,22811.75,13950.71,21048.191428571434,19739.886,12050.437807774782
2010-09-08,16175.22,9924,9.691297541563417,9.202812105555392,2,9,3,False,False,24397.45,20351.36,31336.59,21274.72,20088.110666666667,12103.900858414761
2010-09-09,23526.38,12862,10.065920128305526,9.462110252078716,3,9,3,False,False,16175.22,33430.57,28209.74,20678.128571428573,19582.731666666667,12258.924321855537
2010-09-10,15988.35,9905,9.679678154595246,9.200895913148184,4,9,3,False,False,23526.38,34739.159999999996,18629.86,19263.24428571429,19426.619666666666,11054.123244227112
2010-09-11,0.0,0,0.0,0.0,5,9,3,True,False,15988.35,0.0,26031.28,16584.557142857146,19338.569333333333,8700.146128209033
2010-09-12,15528.75,9278,9.65051281813808,9.13550906135318,6,9,3,True,False,0.0,12286.710000000001,15150.14,16584.557142857146,18470.859999999997,8700.146128209033
2010-09-13,32892.16,27446,10.401020012403132,10.220012151347644,0,9,3,False,False,15528.75,23717.79,0.0,17047.705714285716,18483.480333333333,8517.598922017993
2010-09-14,19705.02,11071,9.888679451801218,9.31217467785745,1,9,3,False,False,32892.16,24397.45,20484.46,18358.330000000005,19579.88566666667,10245.564109112467
2010-09-15,33812.4,21295,10.428612452609832,9.966274540634894,2,9,3,False,False,19705.02,16175.22,14270.74,17687.98285714286,19553.904333333332,9933.332354768498
2010-09-16,27099.271,14409,10.207299006817793,9.575677688993569,3,9,3,False,False,33812.4,23526.38,28802.52,20207.579999999998,20205.293,11585.165359347859
2010-09-17,19486.54,11401,9.877530565961745,9.341544057591527,4,9,3,False,False,27099.271,15988.35,35122.520000000004,20717.993,20148.518033333334,11831.83318993088
2010-09-18,0.0,0,0.0,0.0,5,9,3,True,False,19486.54,0.0,30663.35,21217.734428571428,19627.3187,11671.563897794827
2010-09-19,22783.53,13649,10.03383707587935,9.521494800613105,6,9,3,True,False,0.0,15528.75,23250.77,21217.734428571428,18605.207033333332,11671.563897794827
2010-09-20,38563.96,24263,10.560099371157657,10.096749049368418,0,9,3,False,False,22783.53,32892.16,0.0,22254.131571428577,18589.632366666665,11401.175097336572
2010-09-21,54698.89,35197,10.909616977439129,10.468744541790157,1,9,3,False,False,38563.96,19705.02,22677.010000000002,23064.388714285717,19875.0977,12437.631069059811
2010-09-22,27208.8,14065,10.211332481511397,9.551515816867964,2,9,3,False,False,54698.89,33812.4,20655.35,28063.513000000003,20942.493700000003,17042.523325148875
2010-09-23,34305.1,20697,10.443078459907515,9.937792356228119,3,9,3,False,False,27208.8,27099.271,26577.16,27120.141571428572,21160.942033333333,16852.975962409655
2010-09-24,47106.39,27622,10.760185167909272,10.226404038009134,4,9,3,False,False,34305.1,19486.54,30466.76,28149.545714285716,21418.540033333335,17070.16048817143
2010-09-25,0.0,0,0.0,0.0,5,9,3,True,False,47106.39,0.0,31964.34,32095.238571428574,21973.194366666667,17905.665336974074
2010-09-26,21703.9,13359,9.985293320489724,9.500020447090638,6,9,3,True,False,0.0,22783.53,12166.64,32095.238571428574,20907.716366666664,17905.665336974074
2010-09-27,115172.24,124721,11.654192708593373,11.733842539523547,0,9,3,False,False,21703.9,38563.96,0.0,31941.005714285715,21225.625033333334,18003.622752683114
2010-09-28,40015.41,22204,10.597044898966551,10.008072767726203,1,9,3,False,False,115172.24,54698.89,14449.3,42885.04571428573,25064.6997,36491.90172702061
2010-09-29,36740.03,20250,10.51164939321556,9.915959454031448,2,9,3,False,False,40015.41,27208.8,0.0,40787.40571428572,25916.90336666667,36119.75587603358
2010-09-30,37578.57,22891,10.534215830645474,10.038542783528992,3,9,3,False,True,36740.03,34305.1,22811.75,42149.01000000001,27141.571033333334,35699.77950603711
2010-10-01,34550.89,21567,10.450217531028153,9.978966013712034,4,10,4,False,False,37578.57,47106.39,20351.36,42616.64857142857,27633.798366666666,35601.209571092506
2010-10-02,0.0,0,0.0,0.0,5,10,4,True,False,34550.89,0.0,33430.57,40823.00571428572,28107.116033333336,35653.55367489889
2010-10-03,38335.52,20272,10.554158245656916,9.917045230468194,6,10,4,True,False,0.0,21703.9,34739.159999999996,40823.00571428572,26992.7637,35653.55367489889
2010-10-04,34956.56,22556,10.46189003328341,10.023800718046136,0,10,4,False,False,38335.52,115172.24,0.0,43198.95142857143,27112.64236666667,34708.757044626574
2010-10-05,55108.91,34051,10.917084833778507,10.435644047003947,1,10,4,False,False,34956.56,40015.41,12286.710000000001,31739.568571428576,28277.861033333334,14122.956807429335
2010-10-06,30355.010000000002,21523,10.320749799947915,9.97692387060931,2,10,4,False,False,55108.91,36740.03,23717.79,33895.78285714286,29705.2677,16542.063560511153
2010-10-07,47610.92,28267,10.770838429037681,10.249485701810745,3,10,4,False,False,30355.010000000002,37578.57,24397.45,32983.637142857144,29926.50836666667,16535.12656451685
2010-10-08,51836.73,39626,10.855873541487162,10.587265983091973,4,10,4,False,False,47610.92,34550.89,16175.22,34416.83,30700.2907,17411.338099489472
2010-10-09,0.0,0,0.0,0.0,5,10,4,True,False,51836.73,0.0,23526.38,36886.235714285714,31889.007700000002,18617.542615960243
2010-10-10,23139.31,12412,10.049331397373576,9.426499589515949,6,10,4,True,False,0.0,38335.52,15988.35,36886.235714285714,31104.795033333336,18617.542615960243
2010-10-11,39962.9,23986,10.595731825597753,10.08526729590903,0,10,4,False,False,23139.31,34956.56,0.0,34715.34857142858,31343.160366666667,19294.064903862225
2010-10-12,46566.35,28703,10.748654930771353,10.264791764858522,1,10,4,False,False,39962.9,55108.91,15528.75,35430.54000000001,32675.257033333335,19397.00906786234
2010-10-13,51564.7,39725,10.850612001757417,10.5897611641529,2,10,4,False,False,46566.35,30355.010000000002,32892.16,34210.174285714296,33709.8437,18183.35656507242
2010-10-14,86945.13,37066,11.373044010453778,10.52048236489583,3,10,4,False,False,51564.7,47610.92,19705.02,37240.130000000005,34332.2617,19174.025770642613
2010-10-15,42398.82,20610,10.65489939592802,9.933580192843298,4,10,4,False,False,86945.13,51836.73,33812.4,42859.30285714286,36573.598699999995,26919.22361469076
2010-10-16,0.0,0,0.0,0.0,5,10,4,True,False,42398.82,0.0,27099.271,41511.030000000006,36859.8127,26629.43411772521
2010-10-17,31176.14,18342,10.347440412939688,9.817003309314352,6,10,4,True,False,0.0,23139.31,19486.54,41511.030000000006,35956.50366666667,26629.43411772521
2010-10-18,36591.44,18509,10.507596940676496,9.826066405567543,0,10,4,False,False,31176.14,39962.9,0.0,42659.14857142857,36346.15700000001,25867.686374950794
2010-10-19,46577.64,26330,10.748897345931796,10.178502231260227,1,10,4,False,False,36591.44,46566.35,22783.53,42177.51142857143,37565.87166666667,25957.486720097055
2010-10-20,43387.26,23589,10.677944176582459,10.06857817240172,2,10,4,False,False,46577.64,51564.7,38563.96,42179.124285714286,38359.00866666667,25957.805217230187
2010-10-21,32847.8,15231,10.399670493565166,9.631153757031147,3,10,4,False,False,43387.26,86945.13,54698.89,41010.91857142858,38519.78533333333,25647.168584638763
2010-10-22,32843.94,21524,10.399552978562841,9.976970329295932,4,10,4,False,False,32847.8,42398.82,27208.8,33282.728571428575,37791.41566666667,15733.583078705065
2010-10-23,0.0,0,0.0,0.0,5,10,4,True,False,32843.94,0.0,34305.1,31917.74571428572,37979.253666666664,15216.8819848295
2010-10-24,28634.59,15444,10.262405628771448,9.645040605352682,6,10,4,True,False,0.0,31176.14,47106.39,31917.74571428572,36835.75033333334,15216.8819848295
2010-10-25,27945.06,14106,10.23803150263587,9.554426407074502,0,10,4,False,False,28634.59,36591.44,0.0,31554.66714285715,36220.02366666667,15267.761973664983
2010-10-26,42545.95,25020,10.658363451056331,10.127470751247781,1,10,4,False,False,27945.06,46577.64,21703.9,30319.470000000005,37151.52566666667,15141.595761049535
2010-10-27,30480.55,15563,10.324876861525984,9.652715834104445,2,10,4,False,False,42545.95,43387.26,115172.24,29743.51428571429,37846.26066666667,14482.427165902192
2010-10-28,30701.3,13564,10.332092849335808,9.515248225093032,3,10,4,False,False,30480.55,32847.8,40015.41,27899.698571428573,35023.204333333335,13222.6951961661
2010-10-29,36100.95,22499,10.494102159482626,10.021270588192511,4,10,4,False,False,30701.3,32843.94,36740.03,27593.055714285718,34712.734000000004,13113.257054272532
2010-10-30,0.0,0,0.0,0.0,5,10,4,True,False,36100.95,0.0,37578.57,28058.34285714286,34691.431333333334,13385.577424640931
2010-10-31,29947.64,16347,10.30723919349755,9.701860844684168,6,10,4,True,True,0.0,28634.59,34550.89,28058.34285714286,33438.812333333335,13385.577424640931
2010-11-01,20730.24,12325,9.939397020331665,9.419466131522189,0,11,4,False,False,29947.64,27945.06,0.0,28245.92142857143,33285.37066666667,13404.185794168205
2010-11-02,42866.91,23626,10.66587880636255,10.070145404863476,1,11,4,False,False,20730.24,42545.95,38335.52,27215.232857142862,33976.378666666664,13705.180881970275
2010-11-03,42870.87,23025,10.665971178887947,10.044379291233609,2,11,4,False,False,42866.91,30480.55,34956.56,27261.08428571429,34127.425,13765.423415455176
2010-11-04,83876.12,58902,11.337108149662456,10.983647302128675,3,11,4,False,False,42870.87,30701.3,55108.91,29031.130000000005,34391.23533333334,14990.498705215465
2010-11-05,40907.93,19838,10.619103655607063,9.895404976342773,4,11,4,False,False,83876.12,36100.95,30355.010000000002,36627.53285714286,35350.14233333334,25656.50149663676
2010-11-06,0.0,0,0.0,0.0,5,11,4,True,False,40907.93,0.0,47610.92,37314.24428571429,35701.90633333333,25704.344368134134
2010-11-07,31345.79,18341,10.352867148474115,9.81694879111889,6,11,4,True,False,0.0,29947.64,51836.73,37314.24428571429,34114.87566666667,25704.344368134134
2010-11-08,32303.991,18193,10.382977017397582,9.808847148382007,0,11,4,False,False,31345.79,20730.24,0.0,37513.979999999996,33431.844333333334,25642.92054266051
2010-11-09,53013.21,32781,10.878315269805883,10.397634863249305,1,11,4,False,False,32303.991,42866.91,23139.31,39167.37300000001,34508.64403333333,24737.52325870081
2010-11-10,73575.93000000001,33426,11.206086804493951,10.41711923563258,2,11,4,False,False,53013.21,42870.87,39962.9,40616.84442857143,35504.44070000001,25281.69363429155
2010-11-11,59712.61,33217,10.997315246598083,10.410847176658944,3,11,4,False,False,73575.93000000001,83876.12,46566.35,45003.281571428575,36624.87503333333,28229.768781906776
2010-11-12,36167.25,20025,10.49593694113812,9.904786708267748,4,11,4,False,False,59712.61,40907.93,51564.7,41551.351571428575,37063.083699999996,23816.57372199371
2010-11-13,0.0,0,0.0,0.0,5,11,4,True,False,36167.25,0.0,86945.13,40874.111571428584,36549.835366666666,23905.156638337292
2010-11-14,27934.71,16462,10.237661077714886,9.708870717648022,6,11,4,True,False,0.0,31345.79,42398.82,40874.111571428584,33651.664366666664,23905.156638337292
2010-11-15,42964.04,21740,10.668142040737232,9.986955157777391,0,11,4,False,False,27934.71,32303.991,0.0,40386.81442857144,33169.52736666667,24165.11285214261
2010-11-16,63788.840000000004,37378,11.063349209002725,10.528864328377763,1,11,4,False,False,42964.04,53013.21,31176.14,41909.67857142857,34601.662033333334,23905.34223984983
2010-11-17,45726.741,27327,10.730460416787732,10.215667096588296,2,11,4,False,False,63788.840000000004,73575.93000000001,36591.44,43449.054285714294,35688.75203333333,25058.644141061643
2010-11-18,37074.97,19353,10.52072432984662,9.870654395440887,3,11,4,False,False,45726.741,59712.61,46577.64,39470.59871428572,35993.26206666666,21425.74904352927
2010-11-19,39999.42,23892,10.596645233040949,10.08134080799053,4,11,4,False,False,37074.97,36167.25,43387.26,36236.65014285715,35676.5064,19481.47575247224
2010-11-20,0.0,0,0.0,0.0,5,11,4,True,False,39999.42,0.0,32847.8,36784.103,35563.5784,19532.97670252122
2010-11-21,32056.05,17985,10.37527240695798,9.79734895647446,6,11,4,True,False,0.0,27934.71,32843.94,36784.103,34468.65173333333,19532.97670252122
2010-11-22,31724.88,16898,10.364888030574562,9.735009727562824,0,11,4,False,False,32056.05,42964.04,0.0,37372.86585714286,34442.38873333333,19282.285955232433
2010-11-23,49805.35,24919,10.815897764924191,10.123425972901389,1,11,4,False,False,31724.88,63788.840000000004,28634.59,35767.27157142858,35499.88473333334,19206.909758515838
2010-11-24,41138.6,24336,10.624726440262258,10.099753105042092,2,11,4,False,False,49805.35,45726.741,27945.06,33769.630142857146,36205.57673333333,16316.441833624047
2010-11-25,67870.96,36908,11.125378268019587,10.516210702728278,3,11,4,False,False,41138.6,37074.97,42545.95,33114.18142857143,36645.3614,15841.29398253336
2010-11-26,28828.04,14797,10.269138491430793,9.602247315485496,4,11,4,False,False,67870.96,39999.42,30480.55,37513.60857142857,37489.528399999996,20666.158595252968
2010-11-27,0.0,0,0.0,0.0,5,11,4,True,False,28828.04,0.0,30701.3,35917.69714285715,37434.44473333333,20872.51772243646
2010-11-28,27125.16,16290,10.208253854905324,9.69836808706617,6,11,4,True,False,0.0,32056.05,36100.95,35917.69714285715,36411.068066666674,20872.51772243646
2010-11-29,63245.18,36434,11.054790009508983,10.503285130104382,0,11,4,False,False,27125.16,31724.88,0.0,35213.28428571429,36111.87506666666,21106.456298488276
2010-11-30,49806.23,24650,10.815915433197935,10.112572746599298,1,11,4,False,True,63245.18,49805.35,29947.64,39716.18428571429,38220.04773333333,23468.34903611662
2010-12-01,46192.49,24114,10.740594158050303,10.090589332503072,2,12,4,False,False,49806.23,41138.6,20730.24,39716.310000000005,38882.000733333334,23468.412091154227
2010-12-02,47197.57,31077,10.762118874504525,10.34425545234668,3,12,4,False,False,46192.49,67870.96,42866.91,40438.29428571429,39730.7424,23596.8478328073
2010-12-03,23876.63,11798,10.08069731635015,9.375770061099919,4,12,4,False,False,47197.57,28828.04,42870.87,37484.95285714286,39875.097733333336,20708.083955716203
2010-12-04,0.0,0,0.0,0.0,5,12,4,True,False,23876.63,0.0,83876.12,36777.60857142858,39241.9564,21133.269213494816
2010-12-05,31361.28,16241,10.353361175903164,9.695355758842355,6,12,4,True,False,0.0,27125.16,40907.93,36777.60857142858,36446.08573333334,21133.269213494816
2010-12-06,31009.33,16115,10.342075653766347,9.687567846311238,0,12,4,False,False,31361.28,63245.18,0.0,37382.768571428576,36127.86406666667,20869.80964332085
2010-12-07,53730.96,19404,10.89176326174728,9.873286043803006,1,12,4,False,False,31009.33,49806.23,31345.79,32777.647142857146,37161.508400000006,17495.714322897016
2010-12-08,39094.2,21497,10.57375497628923,9.975715186533009,2,12,4,False,False,53730.96,46192.49,32303.991,33338.322857142855,37907.680733333335,18181.805478651557
2010-12-09,38193.91,17383,10.550457539643322,9.763305521936266,3,12,4,False,False,39094.2,47197.57,53013.21,32324.281428571434,38134.02103333334,17531.73718049776
2010-12-10,33488.38,15927,10.418983652627931,9.675833845744032,4,12,4,False,False,38193.91,23876.63,73575.93000000001,31038.044285714288,37640.04436666667,16562.1447691222
2010-12-11,0.0,0,0.0,0.0,5,12,4,True,False,33488.38,0.0,59712.61,32411.151428571433,36303.792700000005,16265.239849040476
2010-12-12,17102.35,10533,9.74702962973634,9.262363400043334,6,12,4,True,False,0.0,31361.28,36167.25,32411.151428571433,34313.37236666666,16265.239849040478
2010-12-13,27578.34,15309,10.22482222067662,9.63626148865173,0,12,4,False,False,17102.35,31009.33,0.0,30374.161428571428,33677.875700000004,17279.85357491533
2010-12-14,29235.13,17707,10.283160552163116,9.781771793852032,1,12,4,False,False,27578.34,53730.96,27934.71,29884.020000000008,34597.1537,17307.472111920328
2010-12-15,30251.47,18388,10.317333113018133,9.819507938740854,2,12,4,False,False,29235.13,39094.2,42964.04,26384.615714285723,34640.501033333334,13804.076957030784
2010-12-16,48791.87,29711,10.795339474609259,10.299306283592488,3,12,4,False,False,30251.47,38193.91,63788.840000000004,25121.368571428575,34216.748700000004,12816.419935363409
2010-12-17,19966.36,11395,9.90185421937345,9.341017695617799,4,12,4,False,False,48791.87,33488.38,45726.741,26635.362857142864,33716.8497,15049.472678223321
2010-12-18,0.0,0,0.0,0.0,5,12,4,True,False,19966.36,0.0,37074.97,24703.645714285718,32858.170333333335,14890.213814581763
2010-12-19,7292.95,3674,8.894800516395858,8.209308411646937,6,12,4,True,False,0.0,17102.35,39999.42,24703.645714285718,31622.338,14890.213814581763
2010-12-20,19599.06,13419,9.883287906438413,9.504501410525673,0,12,4,False,False,7292.95,27578.34,0.0,23302.302857142866,30532.122333333336,16134.420249683288
2010-12-21,15929.16,11062,9.675969446795902,9.311361486034912,1,12,4,False,False,19599.06,29235.13,32056.05,22162.405714285716,31185.424333333332,16063.680858270358
2010-12-22,4886.52,3074,8.49444029635686,8.031060180240619,2,12,4,False,False,15929.16,30251.47,31724.88,20261.552857142862,30647.861333333338,15873.396446673178
